OG0000154		CF153_TRINITY_DN102621_c0_g2_i1, CF170_TRINITY_DN138103_c0_g1_i1	FraserFir100251, FraserFir132308, FraserFir132814, FraserFir13561, FraserFir13576, FraserFir137051, FraserFir147641, FraserFir149989, FraserFir155920, FraserFir157945, FraserFir158307, FraserFir173265, FraserFir176170, FraserFir182497, FraserFir197617, FraserFir197830, FraserFir205922, FraserFir52812, FraserFir59570, FraserFir72209, FraserFir82649
OG0000155		CF165_TRINITY_DN128246_c1_g1_i1	FraserFir123807, FraserFir135717, FraserFir138640, FraserFir141380, FraserFir146555, FraserFir150438, FraserFir151155, FraserFir158043, FraserFir167133, FraserFir169763, FraserFir176799, FraserFir190194, FraserFir192421, FraserFir195610, FraserFir196945, FraserFir198297, FraserFir203987, FraserFir205167, FraserFir205748, FraserFir205764, FraserFir206741, FraserFir207425
OG0000223		CF170_TRINITY_DN127625_c0_g1_i1	FraserFir101184, FraserFir104419, FraserFir114286, FraserFir114425, FraserFir115655, FraserFir119044, FraserFir120970, FraserFir122036, FraserFir141184, FraserFir153612, FraserFir156921, FraserFir157759, FraserFir166021, FraserFir167637, FraserFir170963, FraserFir175962, FraserFir80855, FraserFir81987, FraserFir82563, FraserFir94168
OG0000224		CF191_TRINITY_DN101841_c0_g1_i1	FraserFir101238, FraserFir102410, FraserFir12810, FraserFir13792, FraserFir141571, FraserFir18718, FraserFir18787, FraserFir21207, FraserFir23639, FraserFir24398, FraserFir32509, FraserFir32645, FraserFir38922, FraserFir41942, FraserFir48734, FraserFir59893, FraserFir6017, FraserFir60268, FraserFir75922, FraserFir98081
OG0000264		CF143_TRINITY_DN130281_c3_g1_i3, CF151_TRINITY_DN109564_c1_g2_i2, CF152_TRINITY_DN118774_c8_g1_i1	FraserFir18899, FraserFir23458, FraserFir23841, FraserFir26104, FraserFir28879, FraserFir29444, FraserFir30008, FraserFir33115, FraserFir42832, FraserFir44379, FraserFir44409, FraserFir44791, FraserFir46732, FraserFir54866, FraserFir58324, FraserFir67679, FraserFir80128
OG0000265		CF161_TRINITY_DN95338_c3_g3_i1, CF174_TRINITY_DN164082_c0_g2_i1	FraserFir111322, FraserFir119766, FraserFir125256, FraserFir125480, FraserFir126026, FraserFir127549, FraserFir129775, FraserFir148944, FraserFir181997, FraserFir187605, FraserFir200301, FraserFir201917, FraserFir60227, FraserFir62145, FraserFir70931, FraserFir88625, FraserFir93306, FraserFir96750
OG0000266		CF161_TRINITY_DN70411_c0_g1_i1, CF168_TRINITY_DN100614_c0_g2_i1, CF170_TRINITY_DN9702_c0_g1_i1	FraserFir118985, FraserFir121000, FraserFir164708, FraserFir166999, FraserFir170935, FraserFir183016, FraserFir198920, FraserFir203878, FraserFir208143, FraserFir26674, FraserFir58487, FraserFir68737, FraserFir69515, FraserFir71046, FraserFir77097, FraserFir94337, FraserFir97654
OG0000326		CF143_TRINITY_DN130345_c0_g4_i1, CF143_TRINITY_DN130345_c0_g4_i3, CF143_TRINITY_DN130345_c0_g4_i9, CF153_TRINITY_DN113342_c0_g1_i5, CF153_TRINITY_DN113342_c0_g1_i7, CF153_TRINITY_DN113342_c0_g1_i8, CF156_TRINITY_DN122801_c3_g2_i1, CF165_TRINITY_DN130194_c1_g4_i11, CF165_TRINITY_DN130194_c1_g4_i5, CF170_TRINITY_DN127069_c2_g2_i18, CF170_TRINITY_DN127069_c2_g2_i2, CF170_TRINITY_DN127069_c2_g2_i8, CF174_TRINITY_DN185155_c4_g6_i1, CF174_TRINITY_DN185155_c4_g6_i4, CF189_TRINITY_DN104185_c2_g1_i5, CF190_TRINITY_DN120420_c0_g2_i5, CF191_TRINITY_DN109750_c1_g2_i16, CF191_TRINITY_DN109750_c1_g2_i4	FraserFir82190
OG0000327		CF147_TRINITY_DN144308_c1_g1_i3, CF151_TRINITY_DN109586_c3_g6_i2, CF151_TRINITY_DN109586_c3_g6_i3, CF156_TRINITY_DN122468_c1_g2_i1, CF157_TRINITY_DN115117_c0_g2_i1, CF157_TRINITY_DN115117_c0_g2_i3, CF168_TRINITY_DN121344_c1_g2_i6, CF197_TRINITY_DN139669_c0_g2_i1	FraserFir101342, FraserFir103744, FraserFir107542, FraserFir107716, FraserFir112087, FraserFir121866, FraserFir123801, FraserFir47729, FraserFir48036, FraserFir58254, FraserFir91961
OG0000328		CF151_TRINITY_DN107166_c0_g1_i2, CF151_TRINITY_DN107166_c0_g1_i4, CF151_TRINITY_DN107166_c0_g1_i5, CF151_TRINITY_DN107166_c0_g1_i7, CF151_TRINITY_DN107166_c0_g1_i8, CF152_TRINITY_DN119447_c3_g1_i5, CF157_TRINITY_DN113581_c1_g1_i1, CF169_TRINITY_DN57665_c0_g1_i1, CF169_TRINITY_DN70407_c0_g1_i1, CF169_TRINITY_DN70407_c1_g1_i1, CF170_TRINITY_DN126210_c1_g1_i2, CF174_TRINITY_DN176622_c1_g1_i1, CF174_TRINITY_DN176622_c2_g1_i1, CF190_TRINITY_DN113515_c0_g2_i1, CF197_TRINITY_DN132603_c0_g2_i1	FraserFir108668, FraserFir124937, FraserFir125433, FraserFir28754
OG0000329		CF165_TRINITY_DN123457_c0_g1_i1, CF170_TRINITY_DN112112_c1_g1_i1	FraserFir111035, FraserFir127695, FraserFir129559, FraserFir131204, FraserFir145422, FraserFir148034, FraserFir149600, FraserFir154046, FraserFir164734, FraserFir16489, FraserFir170033, FraserFir177853, FraserFir186949, FraserFir188375, FraserFir198747, FraserFir199259, FraserFir30218
OG0000330		CF197_TRINITY_DN155732_c1_g1_i1	FraserFir103991, FraserFir115278, FraserFir122221, FraserFir124581, FraserFir129886, FraserFir133824, FraserFir135418, FraserFir142600, FraserFir165072, FraserFir194189, FraserFir26906, FraserFir27629, FraserFir50093, FraserFir61418, FraserFir62371, FraserFir72195, FraserFir73301, FraserFir91643
OG0000402		CF143_TRINITY_DN130345_c0_g4_i11, CF151_TRINITY_DN110046_c1_g2_i10, CF151_TRINITY_DN110046_c1_g2_i3, CF160_TRINITY_DN97660_c0_g3_i17, CF160_TRINITY_DN97660_c0_g3_i2, CF165_TRINITY_DN130194_c1_g4_i10, CF165_TRINITY_DN130194_c1_g4_i8, CF169_TRINITY_DN74369_c0_g2_i10, CF169_TRINITY_DN74369_c0_g2_i13, CF169_TRINITY_DN74369_c0_g2_i9, CF170_TRINITY_DN127069_c2_g2_i6, CF197_TRINITY_DN155307_c1_g1_i8, CF197_TRINITY_DN155307_c1_g1_i9	FraserFir100548, FraserFir112171, FraserFir125772, FraserFir130954, FraserFir146816
OG0000403		CF151_TRINITY_DN118766_c0_g1_i1	FraserFir105438, FraserFir132758, FraserFir14295, FraserFir143355, FraserFir14746, FraserFir16969, FraserFir193136, FraserFir19778, FraserFir23073, FraserFir23141, FraserFir24868, FraserFir27817, FraserFir28177, FraserFir30786, FraserFir31034, FraserFir32082, FraserFir32257
OG0000404		CF151_TRINITY_DN110512_c5_g1_i3, CF151_TRINITY_DN110512_c5_g1_i4, CF152_TRINITY_DN120300_c2_g2_i3, CF153_TRINITY_DN115633_c1_g3_i7, CF160_TRINITY_DN97720_c0_g1_i6, CF172_TRINITY_DN128723_c0_g2_i5, CF172_TRINITY_DN128723_c0_g2_i6, CF190_TRINITY_DN119175_c2_g1_i2, CF190_TRINITY_DN119175_c2_g1_i4, CF190_TRINITY_DN119175_c2_g1_i5, CF190_TRINITY_DN119175_c2_g1_i7, CF191_TRINITY_DN108511_c0_g3_i1, CF191_TRINITY_DN108511_c0_g3_i2, CF191_TRINITY_DN108511_c0_g3_i3, CF191_TRINITY_DN108511_c0_g3_i5, CF196_TRINITY_DN129825_c0_g2_i4	FraserFir13316, FraserFir3647
OG0000405		CF172_TRINITY_DN104599_c0_g1_i1	FraserFir123800, FraserFir145416, FraserFir148032, FraserFir149033, FraserFir150125, FraserFir154968, FraserFir157122, FraserFir167587, FraserFir184756, FraserFir189196, FraserFir197427, FraserFir203317, FraserFir203882, FraserFir204563, FraserFir208667, FraserFir39505, FraserFir79079
OG0000406		CF191_TRINITY_DN109888_c0_g1_i1	FraserFir101155, FraserFir113871, FraserFir116274, FraserFir134798, FraserFir138365, FraserFir138519, FraserFir142144, FraserFir160137, FraserFir177463, FraserFir178158, FraserFir46070, FraserFir46617, FraserFir54337, FraserFir54717, FraserFir63217, FraserFir80205, FraserFir82849
OG0000492		CF143_TRINITY_DN132452_c0_g1_i1, CF174_TRINITY_DN174452_c0_g1_i1, CF196_TRINITY_DN117283_c0_g1_i1	FraserFir114511, FraserFir136661, FraserFir136715, FraserFir139043, FraserFir146204, FraserFir147915, FraserFir26000, FraserFir68535, FraserFir72975, FraserFir78221, FraserFir78463, FraserFir81640, FraserFir83797, FraserFir96616
OG0000493		CF143_TRINITY_DN137227_c0_g1_i1	FraserFir106934, FraserFir123577, FraserFir138359, FraserFir143456, FraserFir144389, FraserFir155754, FraserFir157741, FraserFir163661, FraserFir175180, FraserFir183170, FraserFir206312, FraserFir208328, FraserFir33540, FraserFir49858, FraserFir53885, FraserFir94560
OG0000494		CF143_TRINITY_DN130090_c6_g3_i2	FraserFir124941, FraserFir129272, FraserFir130076, FraserFir130662, FraserFir137263, FraserFir139227, FraserFir146155, FraserFir146836, FraserFir147687, FraserFir148597, FraserFir156542, FraserFir158025, FraserFir159925, FraserFir174747, FraserFir189768, FraserFir200441
OG0000495		CF147_TRINITY_DN147091_c2_g5_i1, CF161_TRINITY_DN95979_c1_g1_i1, CF169_TRINITY_DN75059_c4_g2_i11, CF170_TRINITY_DN127013_c1_g1_i12, CF170_TRINITY_DN127013_c1_g2_i1, CF170_TRINITY_DN127013_c1_g2_i3, CF172_TRINITY_DN124804_c0_g1_i1, CF178_TRINITY_DN86205_c0_g1_i13, CF190_TRINITY_DN120354_c1_g2_i5, CF190_TRINITY_DN120909_c6_g6_i7, CF191_TRINITY_DN109770_c7_g2_i2, CF196_TRINITY_DN130051_c5_g2_i11	FraserFir139450, FraserFir149361, FraserFir152046, FraserFir170661, FraserFir191868
OG0000496		CF152_TRINITY_DN4837_c0_g1_i1	FraserFir117049, FraserFir133933, FraserFir139962, FraserFir151371, FraserFir152781, FraserFir155677, FraserFir156488, FraserFir164486, FraserFir164965, FraserFir165101, FraserFir172212, FraserFir200303, FraserFir201790, FraserFir202049, FraserFir208794, FraserFir91300
OG0000497		CF170_TRINITY_DN65575_c0_g1_i1, CF197_TRINITY_DN102901_c0_g1_i1	FraserFir106306, FraserFir115333, FraserFir13387, FraserFir139352, FraserFir142267, FraserFir143532, FraserFir152771, FraserFir157213, FraserFir162441, FraserFir166223, FraserFir170819, FraserFir179934, FraserFir186240, FraserFir86976, FraserFir97106
OG0000498		CF170_TRINITY_DN116713_c0_g1_i1	FraserFir111085, FraserFir111431, FraserFir121562, FraserFir133041, FraserFir134045, FraserFir146220, FraserFir147869, FraserFir149051, FraserFir153909, FraserFir160573, FraserFir171752, FraserFir177937, FraserFir207136, FraserFir208808, FraserFir40413, FraserFir66188
OG0000499		CF170_TRINITY_DN127380_c0_g1_i1	FraserFir104268, FraserFir116371, FraserFir132416, FraserFir137013, FraserFir143811, FraserFir151312, FraserFir159015, FraserFir172577, FraserFir173418, FraserFir176931, FraserFir181612, FraserFir184327, FraserFir77274, FraserFir97357, FraserFir97958, FraserFir98370
OG0000500		CF197_TRINITY_DN78979_c0_g1_i1	FraserFir104142, FraserFir108744, FraserFir109307, FraserFir127800, FraserFir20718, FraserFir23232, FraserFir2473, FraserFir2854, FraserFir31252, FraserFir58668, FraserFir58993, FraserFir62154, FraserFir79342, FraserFir82209, FraserFir89099, FraserFir95952
OG0000628		CF143_TRINITY_DN130538_c4_g1_i2, CF143_TRINITY_DN131038_c1_g2_i5, CF153_TRINITY_DN115002_c2_g1_i1, CF153_TRINITY_DN115002_c2_g3_i1, CF153_TRINITY_DN115797_c9_g1_i7, CF153_TRINITY_DN115797_c9_g1_i9, CF157_TRINITY_DN115998_c4_g1_i2, CF160_TRINITY_DN97935_c3_g1_i1, CF160_TRINITY_DN97935_c3_g1_i5, CF165_TRINITY_DN129516_c1_g1_i11, CF165_TRINITY_DN129516_c1_g1_i3, CF178_TRINITY_DN86732_c4_g1_i3, CF189_TRINITY_DN104224_c5_g1_i3, CF191_TRINITY_DN109770_c5_g1_i3, CF196_TRINITY_DN129980_c2_g1_i12	FraserFir125223
OG0000629		CF151_TRINITY_DN1437_c0_g1_i1	FraserFir126771, FraserFir134156, FraserFir149503, FraserFir176071, FraserFir37174, FraserFir38290, FraserFir44493, FraserFir47949, FraserFir54089, FraserFir55294, FraserFir60499, FraserFir60847, FraserFir62608, FraserFir66674, FraserFir93959
OG0000630		CF153_TRINITY_DN124247_c0_g1_i1	FraserFir137674, FraserFir144685, FraserFir157146, FraserFir164298, FraserFir172372, FraserFir174157, FraserFir187255, FraserFir190086, FraserFir195381, FraserFir198031, FraserFir206873, FraserFir207176, FraserFir26982, FraserFir66471, FraserFir96360
OG0000631		CF156_TRINITY_DN122773_c2_g1_i1, CF156_TRINITY_DN122773_c2_g1_i3, CF157_TRINITY_DN115961_c9_g3_i6, CF165_TRINITY_DN130737_c6_g2_i1, CF168_TRINITY_DN121444_c4_g3_i1, CF168_TRINITY_DN121444_c4_g8_i7, CF169_TRINITY_DN75021_c2_g1_i6, CF174_TRINITY_DN185096_c2_g1_i10, CF189_TRINITY_DN104094_c1_g1_i6, CF191_TRINITY_DN109616_c3_g1_i8, CF196_TRINITY_DN129743_c1_g1_i1, CF196_TRINITY_DN129743_c1_g1_i11, CF196_TRINITY_DN129743_c1_g1_i18, CF196_TRINITY_DN129743_c1_g1_i6, CF197_TRINITY_DN156017_c3_g3_i1	FraserFir141311
OG0000632		CF168_TRINITY_DN118192_c0_g1_i1, CF168_TRINITY_DN118192_c0_g1_i2	FraserFir112329, FraserFir112555, FraserFir116802, FraserFir122493, FraserFir127574, FraserFir132450, FraserFir142537, FraserFir148077, FraserFir162988, FraserFir178309, FraserFir203290, FraserFir87181, FraserFir95447, FraserFir99847
OG0000633		CF170_TRINITY_DN66717_c0_g1_i1	FraserFir116886, FraserFir131329, FraserFir146020, FraserFir147255, FraserFir152444, FraserFir152907, FraserFir161050, FraserFir163578, FraserFir169467, FraserFir179854, FraserFir194878, FraserFir194908, FraserFir196528, FraserFir200574, FraserFir203039
OG0000634		CF173_TRINITY_DN56170_c0_g1_i1	FraserFir106463, FraserFir106499, FraserFir110238, FraserFir114321, FraserFir115455, FraserFir115983, FraserFir122588, FraserFir123788, FraserFir135690, FraserFir136257, FraserFir151193, FraserFir157861, FraserFir159874, FraserFir167615, FraserFir203285
OG0000635		CF178_TRINITY_DN74545_c0_g1_i1	FraserFir102665, FraserFir120999, FraserFir140469, FraserFir150078, FraserFir168667, FraserFir75482, FraserFir77250, FraserFir78058, FraserFir81984, FraserFir85321, FraserFir85553, FraserFir86408, FraserFir87249, FraserFir88088, FraserFir90435
OG0000830		CF143_TRINITY_DN119246_c0_g1_i1	FraserFir108646, FraserFir117118, FraserFir121148, FraserFir125900, FraserFir131129, FraserFir133295, FraserFir134671, FraserFir141349, FraserFir162694, FraserFir162922, FraserFir173894, FraserFir196512, FraserFir199858, FraserFir98584
OG0000831		CF147_TRINITY_DN147752_c0_g1_i1	FraserFir109160, FraserFir136543, FraserFir141674, FraserFir151017, FraserFir155544, FraserFir163713, FraserFir163986, FraserFir167559, FraserFir184999, FraserFir192650, FraserFir195175, FraserFir35766, FraserFir42744, FraserFir71774
OG0000832		CF147_TRINITY_DN147256_c7_g2_i6	FraserFir121446, FraserFir125609, FraserFir138976, FraserFir139840, FraserFir152127, FraserFir168363, FraserFir170716, FraserFir176457, FraserFir178927, FraserFir179722, FraserFir191135, FraserFir191486, FraserFir198463, FraserFir208234
OG0000833		CF151_TRINITY_DN61321_c1_g1_i1	FraserFir127425, FraserFir128154, FraserFir134898, FraserFir138916, FraserFir145508, FraserFir149983, FraserFir153129, FraserFir162781, FraserFir163527, FraserFir175344, FraserFir40722, FraserFir43117, FraserFir54917, FraserFir99786
OG0000834		CF151_TRINITY_DN110295_c2_g2_i2, CF151_TRINITY_DN110295_c2_g2_i6, CF151_TRINITY_DN110295_c2_g2_i7, CF165_TRINITY_DN128648_c5_g2_i2, CF165_TRINITY_DN128648_c5_g2_i4, CF168_TRINITY_DN120846_c3_g3_i1, CF174_TRINITY_DN183621_c0_g1_i3, CF174_TRINITY_DN183621_c0_g1_i6, CF174_TRINITY_DN183621_c0_g1_i8, CF191_TRINITY_DN108944_c2_g2_i2, CF191_TRINITY_DN108944_c2_g2_i6, CF191_TRINITY_DN108944_c2_g2_i7, CF196_TRINITY_DN128659_c2_g1_i7	FraserFir100354, FraserFir126894
OG0000835		CF151_TRINITY_DN123145_c0_g1_i1, CF165_TRINITY_DN32475_c0_g1_i1	FraserFir107001, FraserFir143513, FraserFir151530, FraserFir156870, FraserFir170097, FraserFir170610, FraserFir192682, FraserFir204460, FraserFir82421, FraserFir84864, FraserFir89397, FraserFir89656, FraserFir94947
OG0000836		CF152_TRINITY_DN110108_c1_g1_i1	FraserFir100639, FraserFir104516, FraserFir111052, FraserFir115521, FraserFir131631, FraserFir156808, FraserFir163540, FraserFir173271, FraserFir19616, FraserFir198711, FraserFir208425, FraserFir37024, FraserFir39203, FraserFir95840
OG0000837		CF153_TRINITY_DN124932_c0_g1_i1, CF165_TRINITY_DN59082_c0_g1_i1	FraserFir100925, FraserFir145505, FraserFir194324, FraserFir197963, FraserFir207554, FraserFir22470, FraserFir27402, FraserFir27495, FraserFir46403, FraserFir52774, FraserFir59051, FraserFir85933, FraserFir97489
OG0000838		CF153_TRINITY_DN111691_c0_g2_i1, CF157_TRINITY_DN111943_c1_g2_i2, CF189_TRINITY_DN99895_c0_g1_i2	FraserFir10396, FraserFir11415, FraserFir19104, FraserFir23561, FraserFir23643, FraserFir27139, FraserFir29265, FraserFir3356, FraserFir43475, FraserFir48623, FraserFir6673, FraserFir83266
OG0000839		CF170_TRINITY_DN126828_c7_g5_i8	FraserFir101629, FraserFir102861, FraserFir11136, FraserFir13266, FraserFir24821, FraserFir41764, FraserFir45783, FraserFir51164, FraserFir56839, FraserFir59407, FraserFir66527, FraserFir7004, FraserFir88864, FraserFir97507
OG0001085		CF143_TRINITY_DN131609_c17_g2_i6, CF156_TRINITY_DN122788_c6_g2_i5, CF168_TRINITY_DN123284_c0_g1_i1	FraserFir135934, FraserFir148928, FraserFir171587, FraserFir174636, FraserFir178248, FraserFir184453, FraserFir185992, FraserFir188813, FraserFir193366, FraserFir205183, FraserFir207259
OG0001086		CF143_TRINITY_DN131278_c4_g6_i3, CF151_TRINITY_DN110425_c7_g5_i6, CF153_TRINITY_DN115720_c3_g3_i7, CF156_TRINITY_DN122712_c3_g1_i7, CF169_TRINITY_DN75012_c2_g1_i2, CF169_TRINITY_DN75012_c2_g1_i4, CF169_TRINITY_DN75012_c2_g1_i5, CF170_TRINITY_DN127055_c3_g1_i5, CF190_TRINITY_DN119365_c1_g1_i1, CF191_TRINITY_DN109660_c0_g2_i4, CF196_TRINITY_DN129248_c2_g2_i15, CF196_TRINITY_DN129248_c2_g2_i7, CF196_TRINITY_DN129248_c2_g2_i8	FraserFir102614
OG0001088		CF151_TRINITY_DN97654_c1_g1_i1	FraserFir105799, FraserFir115879, FraserFir121769, FraserFir130549, FraserFir135212, FraserFir136653, FraserFir152909, FraserFir154723, FraserFir166985, FraserFir180040, FraserFir197840, FraserFir205001, FraserFir78655
OG0001089		CF151_TRINITY_DN17849_c0_g1_i1, CF153_TRINITY_DN109959_c0_g2_i1	FraserFir108103, FraserFir125871, FraserFir127640, FraserFir145915, FraserFir155211, FraserFir155836, FraserFir158195, FraserFir167784, FraserFir168675, FraserFir175728, FraserFir179387, FraserFir185038
OG0001090		CF151_TRINITY_DN109202_c1_g2_i1	FraserFir1389, FraserFir1467, FraserFir155, FraserFir2490, FraserFir3127, FraserFir3278, FraserFir4175, FraserFir4603, FraserFir537, FraserFir6340, FraserFir8631, FraserFir8675, FraserFir8882
OG0001091		CF151_TRINITY_DN100064_c0_g1_i1	FraserFir100542, FraserFir128128, FraserFir132786, FraserFir136593, FraserFir142389, FraserFir150911, FraserFir160491, FraserFir62447, FraserFir70051, FraserFir71997, FraserFir74567, FraserFir83983, FraserFir85598
OG0001092		CF153_TRINITY_DN117790_c0_g1_i1, CF157_TRINITY_DN114493_c0_g1_i2, CF160_TRINITY_DN97095_c1_g7_i1, CF160_TRINITY_DN97095_c1_g7_i2, CF168_TRINITY_DN114363_c0_g1_i1, CF168_TRINITY_DN114363_c0_g1_i4, CF169_TRINITY_DN67211_c1_g1_i1, CF174_TRINITY_DN178302_c0_g1_i4, CF190_TRINITY_DN120316_c2_g1_i1, CF196_TRINITY_DN129754_c3_g1_i1	FraserFir104809, FraserFir50909, FraserFir76303, FraserFir87373
OG0001093		CF157_TRINITY_DN115905_c1_g1_i2, CF196_TRINITY_DN129534_c2_g1_i8	FraserFir140949, FraserFir141381, FraserFir144985, FraserFir148265, FraserFir149596, FraserFir157863, FraserFir164751, FraserFir173611, FraserFir189806, FraserFir195940, FraserFir196085, FraserFir196991
OG0001094		CF160_TRINITY_DN98442_c0_g1_i1, CF190_TRINITY_DN102225_c0_g1_i1	FraserFir100352, FraserFir118701, FraserFir121412, FraserFir126744, FraserFir129273, FraserFir131658, FraserFir134854, FraserFir156721, FraserFir184679, FraserFir191570, FraserFir65745, FraserFir97371
OG0001095		CF165_TRINITY_DN27356_c0_g1_i1	FraserFir100344, FraserFir135694, FraserFir143181, FraserFir176268, FraserFir178563, FraserFir179627, FraserFir196402, FraserFir33573, FraserFir43592, FraserFir60659, FraserFir93009, FraserFir98828, FraserFir99917
OG0001096		CF168_TRINITY_DN128201_c0_g1_i1	FraserFir105966, FraserFir111208, FraserFir126801, FraserFir137528, FraserFir159297, FraserFir165833, FraserFir168542, FraserFir181452, FraserFir184798, FraserFir195266, FraserFir60796, FraserFir80340, FraserFir94292
OG0001097		CF168_TRINITY_DN120596_c7_g1_i2, CF168_TRINITY_DN120596_c7_g1_i3, CF169_TRINITY_DN74502_c5_g2_i3, CF173_TRINITY_DN110586_c1_g1_i12, CF173_TRINITY_DN110586_c1_g1_i4, CF173_TRINITY_DN110586_c1_g1_i9, CF178_TRINITY_DN85313_c0_g1_i5, CF178_TRINITY_DN85313_c0_g1_i6, CF191_TRINITY_DN109004_c6_g1_i13, CF191_TRINITY_DN109004_c6_g1_i5, CF196_TRINITY_DN128811_c2_g2_i12, CF196_TRINITY_DN128811_c2_g2_i5	FraserFir83256, FraserFir99187
